人均费用,作者,出发日期,出行人物,出行天数,标题,浏览量,点赞数,照片数量,玩法标签,评论数,详情页链接,途经目的地
4000,去哪儿用户,2024-09-11,深度游 古镇 中秋节 徒步,6,云南打卡多肉/司藤,11000,3,427,,0,https://travel.qunar.com/youji/7867704,
,爱独行的女子,2024-08-23,,11,去北疆看大美河山,8584,6,376,,0,https://travel.qunar.com/youji/7867657,
1500,黑咖love,2024-09-15,亲子,3,烟雨西夏，沙漠绿洲（西夏王陵～沙坡头3日游）,5396,1,126,,0,https://travel.qunar.com/youji/7867634,银川
5000,雪猪猪,2024-08-31,自驾 赏秋,9,恩施+重庆9日游，与好友共同体验秋日的灿烂,13000,6,439,,0,https://travel.qunar.com/youji/7867121,恩施市Enshishi
3300,苏犁,2024-08-02,美食 暑假 登山 第一次,7,贵州、长沙7日穿越之旅,11000,8,455,,0,https://travel.qunar.com/youji/7866983,贵阳
10000,jswl9366,2024-08-24,夏季 第一次,8,夏末的北疆之旅,6868,2,114,,0,https://travel.qunar.com/youji/7866817,伊宁
7500,Will_Yu,2024-08-20,自驾 夏季,14,美轮美奂的视觉盛宴-318 自驾之旅,12000,8,293,,0,https://travel.qunar.com/youji/7866604,拉萨
3800,罗拉小胖,2024-08-01,美食 海滨海岛 暑假 夏季 第一次,4,酷暑游汕头,4437,2,140,,0,https://travel.qunar.com/youji/7866512,南澳
5000,雨潇湘,2024-08-20,深度游 美食 海滨海岛 暑假,8,泰国华欣八天七晚度假全记录--纯休闲度假风,12000,8,343,,0,https://travel.qunar.com/youji/7866390,重庆
1000,JasonCZZ,2024-08-21,温泉 自驾 暑假 徒步 探险,5,暑期不踩雷不挤人小众游,10000,4,40,,0,https://travel.qunar.com/youji/7865961,保亭
7000,carol-静,2024-08-22,深度游 美食 古镇 夏季,7,六盘水，安顺，贵阳七日自由行,15000,4,332,,0,https://travel.qunar.com/youji/7865919,贵阳
5000,猫成,2024-08-12,自驾 暑假 夏季,7,太原-大同，历史之旅，紧凑的开车行程，精力充沛的来看~~~,9100,2,388,,0,https://travel.qunar.com/youji/7865876,太原
1900,盖盖的游乐场,2024-06-29,自驾 暑假,12,北上南下古城之旅(寿县-济南-天津-朝阳-滦州-聊城）,11000,2,278,,0,https://travel.qunar.com/youji/7865871,
2670,帅戈,2024-08-04,,7,海口文昌～徐闻南极村7日游,4432,1,104,,0,https://travel.qunar.com/youji/7865772,湛江
8000,hj-999,2024-06-15,深度游 自驾 夏季,22,带着爸妈游新疆（下）,8765,4,552,,0,https://travel.qunar.com/youji/7865540,富蕴
800,行者Terry,2024-05-24,深度游 环游 美食 自驾 短途周末 夏季,3,枇杷季‖我们从西山岛走过……,15000,3,188,,0,https://travel.qunar.com/youji/7865049,美国(西山West Hill)
1800,han0810,2024-07-26,美食 自驾 暑假 短途周末,3,周末吉林→通辽自驾游,14000,5,5,,0,https://travel.qunar.com/youji/7864869,通辽
6171,憨憨ybear,2024-08-02,自驾 暑假,11,青甘大环线-你值得拥有！,14000,6,133,,0,https://travel.qunar.com/youji/7864742,广元
10000,chxmfshk,2024-03-18,自驾 踏春 第一次,12,远方的呼唤——一场说走就走的旅行,6423,1,320,,0,https://travel.qunar.com/youji/7864710,拉萨
12262,hjfn3698,2024-06-11,环游 美食 夏季,13,新疆北疆、南阳游记,12000,7,613,,0,https://travel.qunar.com/youji/7864594,
1500,karenluna在...,2024-08-02,美食,3,我在大同感受到了时间的魅力,12000,5,184,,0,https://travel.qunar.com/youji/7864368,
8000,hj-999,2024-06-15,,22,带着爸妈游新疆（中篇）,9100,7,1049,,0,https://travel.qunar.com/youji/7864315,库车
2000,胖胖的小仙女,2024-08-13,美食 游轮 暑假 第一次,4,桂林阳朔四日游超详细经验贴绝对真实感受（无广）！！！,12000,12,21,,0,https://travel.qunar.com/youji/7864037,桂林
2300,去哪儿用户,2024-08-08,暑假 第一次,4,神都洛阳4日游,9049,3,23,,0,https://travel.qunar.com/youji/7863726,洛阳
3000,sunpark,2024-08-11,暑假 短途周末,4,2024.08初识广州3日半,8368,11,343,,0,https://travel.qunar.com/youji/7863685,广州
2000,半缘君002,2024-08-01,美食 自驾 暑假 摄影,4,品味川渝,11000,3,152,,0,https://travel.qunar.com/youji/7863444,自贡
1000,少年鲍勃,2024-08-09,深度游 美食 自驾 暑假 夏季 第一次,3,台州旅行📍居山面海的肆意旅行🌊三天两晚🚗,17000,4,72,,0,https://travel.qunar.com/youji/7863355,台州
3000,太空精灵儿,2024-07-16,深度游 夏季,10,2024年云南避署休闲游之大美泸沽湖,12000,8,129,,0,https://travel.qunar.com/youji/7863338,宁蒗
1000,行者Terry,2024-05-18,深度游 漫游 美食 自驾 短途周末 夏季,3,自驾游‖繁花五月 我们在富春江畔的三天两夜,17000,3,294,,0,https://travel.qunar.com/youji/7863332,桐庐
,linsong7908,2024-07-19,古镇 自驾 暑假,13,成都重庆暑期出游记,12000,6,194,,0,https://travel.qunar.com/youji/7863254,重庆
2600,梦回桃花源,2024-08-03,自驾 暑假 摄影 徒步,5,华山、老君山、大唐不夜城五日游,11000,5,132,,0,https://travel.qunar.com/youji/7863208,西安
3800,太空精灵儿,2024-07-03,深度游 古镇 夏季,13,2024年云南避署休闲游之昆明-大理-丽江,16000,3,302,,0,https://travel.qunar.com/youji/7863150,昆明
8000,hj-999,2024-06-15,深度游 自驾 夏季,22,带着爸妈游新疆（上篇）,8624,8,627,,0,https://travel.qunar.com/youji/7862357,哈密
9000,第五大道,2024-07-20,自驾 暑假 摄影 第一次,9,你与世界的距离，只差一场说走就走的旅行——新疆行,13000,17,201,,0,https://travel.qunar.com/youji/7862341,
5000,马铃薯妹妹,2023-10-21,深度游 购物 美食 短途周末 摄影 探险 第一次,7,曼谷·巡礼季：社畜撒欢不搬砖 追星打卡恰美食,11000,3,252,,0,https://travel.qunar.com/youji/7861990,泰国(曼谷Bangkok)
6000,mnzs,2024-07-17,美食 自驾 暑假,10,川西游,7256,7,99,,0,https://travel.qunar.com/youji/7861638,成都
,有你才精彩,2024-07-28,古镇 自驾 暑假,15,我的自驾：小众大美----2024皖滇长线,12000,5,816,,0,https://travel.qunar.com/youji/7861421,昆明
,Joy妃,2024-07-27,深度游 环游 美食 暑假,7,哈尔滨/延吉/长春 东北7天自由行,13000,2,151,,0,https://travel.qunar.com/youji/7861401,哈尔滨
80,火星上的那片...,2024-07-14,暑假 短途周末,1,太原旅游，一定要来《西游记》的取景地——900余年历史的晋祠！,13000,2,72,,0,https://travel.qunar.com/youji/7861301,太原
,Joy妃,2024-07-23,美食 海滨海岛 自驾 暑假 夏季,5,烟台观海 自驾3天半 市区/养马岛/蓬莱,12000,4,83,,0,https://travel.qunar.com/youji/7861087,烟台
16000,wateranye,2024-07-11,漫游 海滨海岛 潜水 暑假 摄影 夏季,7,人生必去清单——天堂海岛马尔代夫 最全细节攻略,8046,6,749,,0,https://travel.qunar.com/youji/7860900,马尔代夫(马累Male)
4500,ONELI,2024-07-13,环游 美食 自驾 暑假,7,与西蒙的草原、沙漠、火山、峡谷来一场浪漫且自由的邂逅,7279,0,40,,0,https://travel.qunar.com/youji/7860831,
6000,V先生,2024-05-02,美食 五一 第一次,4,2024 五一圆一个80后的香港梦,8799,6,224,,0,https://travel.qunar.com/youji/7860413,香港
,小小爽1,2024-08-17,探险,9,书画徽州探索千年古韵,5701,2,282,,0,https://travel.qunar.com/youji/7860188,黄山
,hfew8801,2024-07-08,,7,泰国普吉岛芭提雅曼谷7日游,7753,2,417,,0,https://travel.qunar.com/youji/7859695,太原
5500,东游食光,2024-07-09,深度游 自驾 暑假 夏季,10,"武汉,茅台,武汉,六安10日游",13000,1,198,,0,https://travel.qunar.com/youji/7859689,贵阳
,去哪儿用户,2024-07-16,暑假 短途周末,1,1日游,10000,2,1,,0,https://travel.qunar.com/youji/7859444,长沙
,ugtp3463,2024-07-12,夏季 第一次,4,3日游,11000,3,424,,0,https://travel.qunar.com/youji/7859364,
6000,梓平,2024-07-11,深度游 自驾 暑假 夏季,10,暑期云南游（西双版纳、红河州等）,8756,6,181,,0,https://travel.qunar.com/youji/7858523,景洪
,爱独行的女子,2024-06-21,独自一人,10,甘南--人间仙境,7320,3,370,,0,https://travel.qunar.com/youji/7858488,
,iydf1824,2024-07-10,购物,1,母女二人南京再出发,6444,1,365,,0,https://travel.qunar.com/youji/7858264,上海
7600,烂烂的布头,2024-04-27,五一 自驾 登山 摄影 第一次,9,红酒飘香的高加索情书，2024年自驾格鲁吉亚、亚美尼亚10日,6259,5,727,,0,https://travel.qunar.com/youji/7858168,格鲁吉亚(第比利斯Tbilisi 古多里Gudauri)
2800,凉的歌,2024-05-10,深度游 美食 夏季 第一次,15,去这个城市旅行，好玩爱吃真真真便宜,12000,1,46,,0,https://travel.qunar.com/youji/7857924,越南(河内Ha Noi 胡志明市Ho Chi Minh 岘港Da Nang 芽庄Nha Trang)
,梦回1980,2024-06-20,深度游 漫游 美食 暑假 毕业游 夏季 探险,11,大美新疆行-北疆风情游记,12000,6,626,,0,https://travel.qunar.com/youji/7857796,伊犁
,siyu215,2024-06-19,,7,呼伦贝尔大草原7日游,7671,2,163,,0,https://travel.qunar.com/youji/7857224,额尔古纳
,乔乔乔巴,2024-07-01,夏季 第一次,9,彩云之南 云南九天八夜游,5381,1,262,,0,https://travel.qunar.com/youji/7857106,昆明
,穿行世界的ci...,2024-06-29,美食 探险,1,玩转日本中部北陆的「升龙道」精华之旅,15000,3,182,,0,https://travel.qunar.com/youji/7856546,日本(名古屋Nagoya)
6500,ChrissyWang,2024-05-24,第一次,15,新疆游记,13000,3,84,,0,https://travel.qunar.com/youji/7856363,伊宁
2000,折腾的小肉团,2024-06-14,漫游 暑假 摄影,3,五天四晚 ｜香港亲子游，带你走进不一样的香港,46000,6,148,,0,https://travel.qunar.com/youji/7856177,香港
6600,时光画师Lee,2024-06-25,,9,Veyangoda1日游,4739,0,106,,0,https://travel.qunar.com/youji/7855918,斯里兰卡(VeyangodaVeyangoda)
50,背包徒步潜,2024-06-23,暑假 毕业游,2,上海东方明珠体验2日游,12000,1,31,,0,https://travel.qunar.com/youji/7855752,上海
2000,KIM,2023-07-11,深度游 美食 古镇 暑假 摄影,6,江苏：乡路风烟通繁华,4285,2,62,,0,https://travel.qunar.com/youji/7855626,南京
3000,罗拉小胖,2024-05-01,美食 五一 短途周末,3,天选镇江行,14000,1,161,,0,https://travel.qunar.com/youji/7855563,镇江
6000,东西南北我在...,2024-06-21,夏季,4,三步一寺，五步一庙的九华山,6413,3,656,,0,https://travel.qunar.com/youji/7855469,
2526,Chocolateeee...,2024-06-09,环游 漫游 美食 海滨海岛 摄影 夏季 第一次,8,山东•初体验——烟台、淄博和济南，我们来啦！,6734,14,133,,0,https://travel.qunar.com/youji/7855147,济南
2200,行者Terry,2024-04-14,深度游 购物 美食 踏春 摄影,6,菏泽行‖芳菲四月赏牡丹,6761,0,325,,0,https://travel.qunar.com/youji/7854462,菏泽
6500,陌生人,2024-06-14,自驾 夏季,44,包头-呼伦贝尔~东北三省,7104,4,516,,0,https://travel.qunar.com/youji/7854447,包头
,随风,2024-06-12,暑假 第一次,5,潮汕五天四晚家庭游,13000,13,82,,0,https://travel.qunar.com/youji/7854213,南澳
4000,去哪儿用户,2024-05-19,深度游 短途周末 夏季,3,曼谷3日游,13000,2,6,,0,https://travel.qunar.com/youji/7854020,泰国(曼谷Bangkok)
3500,时光画师Lee,2024-06-09,古镇 自驾,9,川西古镇休闲游9日游,6289,0,581,,0,https://travel.qunar.com/youji/7853826,犍为
4000,hanhui1002,2024-05-10,古镇,11,五月三口之家云南版纳丽江大理昆明游,14000,8,158,,0,https://travel.qunar.com/youji/7853113,昆明
5000,ilovestage,2024-05-25,美食 第一次,8,大湾区之广深珠浅游,15000,5,47,,0,https://travel.qunar.com/youji/7853070,珠海
2000,星言爱旅行,2024-05-03,深度游 五一 摄影 第一次,3,天津3日游,17000,9,31,,0,https://travel.qunar.com/youji/7852835,天津
3595,美美而来,2024-05-24,第一次,5,今年终于完成北上广了,13000,4,56,,0,https://travel.qunar.com/youji/7852519,杭州
5000,夏扬泩,2024-04-25,,8,关忆西北,15000,6,144,,0,https://travel.qunar.com/youji/7851583,西宁
,有你才精彩,2024-05-22,美食 古镇 自驾 寒假,24,戛然而止的皖滇长线------湘桂黔迷人风景，苗侗壮浓郁风情,15000,3,890,,0,https://travel.qunar.com/youji/7851471,昆明
12000,Hayley,2024-02-13,蜜月 温泉 冬季,9,日本北海道冬季童话9日游,14000,5,108,,0,https://travel.qunar.com/youji/7851395,日本(札幌Sapporo 登别Noboribetsu 小樽Otaru 占冠村Shimukappu-mura 东京Tokyo)
5000,pbgj9707,2024-05-12,深度游 环游 美食 夏季,8,玩转“广州～上海～北京”→小奶酪学前研学之旅,15000,11,491,,0,https://travel.qunar.com/youji/7851345,广州
1400,carol-静,2024-05-09,家庭,4,一家人快乐的温州之旅,14000,5,207,,0,https://travel.qunar.com/youji/7850174,温州
9640,雪子,2024-04-14,温泉 自驾,12,河北 河南 山东——自驾十二日游,16000,3,220,,0,https://travel.qunar.com/youji/7850023,青岛
1500,Darkhorse123,2024-05-02,五一 自驾 第一次,3,一条小众的五一旅行路线：三天三夜银川中卫（宁夏）之旅,8275,2,56,,0,https://travel.qunar.com/youji/7849675,中卫
4000,哆啦丫丫,2024-05-01,五一 古镇 第一次,5,彩云之南的浪漫,3005,0,104,,0,https://travel.qunar.com/youji/7849509,
1000,ilovestage,2024-04-30,深度游 五一 自驾,9,西北大环线之青甘大环线之没有甘的自驾之旅,16000,8,67,,0,https://travel.qunar.com/youji/7849211,格尔木
,auxt7729,2024-05-07,家庭,7,重庆，等我再来,8088,5,72,,0,https://travel.qunar.com/youji/7848904,重庆
,想入非霏,2024-05-01,购物 美食 古镇 五一 自驾 踏春 探险,4,郑州出发自驾扬州、三河古镇、罍街之旅——抓住三月尾巴下扬州,8750,4,355,,0,https://travel.qunar.com/youji/7848767,肥西
1700,行者Terry,2024-03-12,美食 短途周末 踏春 摄影,4,烟花三月下上饶,16000,10,228,,0,https://travel.qunar.com/youji/7848522,上饶
,小蛮弟Mandy,2024-05-04,美食 探险,1,二刷西班牙｜88小时探索，重新认识不一样的马德里,11000,4,112,,0,https://travel.qunar.com/youji/7848328,美国(洛杉矶Los Angeles)
5000,仕女子张禧嫔,2024-02-07,深度游 跨年 美食 春节,6,一部版纳旅行民族志 | 我们为何如此热爱,13000,3,262,,0,https://travel.qunar.com/youji/7848227,景洪
2200,太空精灵儿,2024-04-14,深度游,4,【澳门】游遍历史街区，皆为心中所爱,14000,5,176,,0,https://travel.qunar.com/youji/7848043,澳门Macau
,zzh0828,2024-05-01,美食 五一 短途周末,1,三天两晚五一前夕南京游,6157,2,117,,0,https://travel.qunar.com/youji/7847960,南京
,hfew8801,2024-04-26,深度游 五一,6,6日游,6648,2,568,,0,https://travel.qunar.com/youji/7847231,简阳
10000,爱喝可乐的坏...,2023-09-01,环游 美食 古镇 自驾 赏秋 第一次,9,云南——彩云之南的写实艺术,8580,7,876,,0,https://travel.qunar.com/youji/7846169,昆明
30000,小蛮弟Mandy,2024-03-09,深度游 海滨海岛 踏春 徒步,14,加那利群岛｜在西班牙玩火山跳岛，这是独一份的野生+奢华体验！,12000,6,108,,0,https://travel.qunar.com/youji/7845970,日本(吴市Kure shi)
3000,柿柿,2023-09-11,深度游 美食 古镇 夏季,7,三湘四水，7天6晚感受魅力湖南,17000,10,136,,0,https://travel.qunar.com/youji/7845926,长沙
8500,小猪xxhh,2024-02-07,美食 温泉 古镇 自驾 寒假 摄影 徒步 春节,11,2024，我在滇西过大年,12000,4,1207,,0,https://travel.qunar.com/youji/7845746,盐源
3000,时光画师Lee,2024-04-17,三五好友,6,河南6日游,3341,2,95,,0,https://travel.qunar.com/youji/7845633,洛阳
5000,东西南北我在...,2024-04-16,踏春 人文,5,人文，历史，景色名不虚传的庐山,3875,0,1080,,0,https://travel.qunar.com/youji/7845110,南京
3000,凤凤214,2024-04-08,清明 短途周末,5,厦门去扬州5日游,11000,9,548,,0,https://travel.qunar.com/youji/7844335,扬州
1000,考拉0630,2024-04-07,清明 第一次,3,跨越3000年的追寻之旅——安阳,16000,6,139,,0,https://travel.qunar.com/youji/7843945,林州
800,驴说旅行,2024-01-01,跨年 购物 漫游 古镇 温泉 自驾 踏春 摄影 探险,4,春日漫游记·飞赴2000公里，开启“黔进之旅”,18000,3,290,,0,https://travel.qunar.com/youji/7843562,册亨
5000,胡芥茉儿,2024-03-30,深度游 清明 美食,8,晋善晋美------山西行,6293,2,227,,0,https://travel.qunar.com/youji/7843532,浑源
3500,陌生人,2024-04-05,清明 五一 自驾,28,包头～重庆28日床车游,4918,1,385,,0,https://travel.qunar.com/youji/7843516,包头
5000,大沈儿,2024-03-25,海滨海岛,6,去三亚，带11个月的娃去看海,7348,9,106,,0,https://travel.qunar.com/youji/7843282,三亚
12000,雪子,2024-03-08,深度游 踏春,12,春暖花开——记成都、重庆自由行十二日之旅,13000,5,127,,0,https://travel.qunar.com/youji/7842937,重庆
,mdhx6802,2024-02-18,春节,14,春节游长沙,9253,4,153,,0,https://travel.qunar.com/youji/7842590,长沙
3300,Arenas,2024-03-28,自驾 踏春,6,安徽经典景区六日游记,12000,11,150,,0,https://travel.qunar.com/youji/7842541,秦皇岛
7000,CINEROOM丶尛...,2024-03-15,深度游 环游 美食 海滨海岛 潜水,15,15天龙目岛旅游保姆级攻略,13000,7,97,,0,https://travel.qunar.com/youji/7842330,马来西亚(吉隆坡Kuala Lumpur 马六甲Malacca)
,Miss蝈蝈,2024-03-29,漫游 踏春,1,春游踏青，我在南京走花路！,11000,4,154,,0,https://travel.qunar.com/youji/7841792,南京
4000,马铃薯妹妹,2023-04-29,美食 五一 自驾 第一次,4,兴义虽小，惊喜不少,14000,11,140,,0,https://travel.qunar.com/youji/7841579,兴义
,文茵,2024-03-28,自驾 踏春 春节,10,2024春之游 南京-九华山-徽州-婺源  半自驾,13000,2,132,,0,https://travel.qunar.com/youji/7841387,南京
2000,想入非霏,2023-07-13,购物 漫游 美食 海滨海岛 自驾 暑假 游轮 夏季,7,郑州出发自驾日照、青岛——暑假海滨放松之旅,16000,2,196,,0,https://travel.qunar.com/youji/7840557,日照
2200,sanmeib,2024-03-16,深度游 美食 赏樱 踏春 第一次,5,一花一世界 一木一浮生 （2024年3月武汉赏樱之旅）,7472,0,394,,0,https://travel.qunar.com/youji/7840502,武汉
