用户名,评论
🈳**哥,帮爸妈订的团，接他们回来的路上，还没到家，就一直和我说，要给导游好评，作为团里年龄最大的团友，一路上得到导游张哲的特别关心，妈妈晕车，还有点高反，下玉龙雪山的时候导游特别安排走了优先通道，爸妈对旅程安排都很满意，也没有强制购物，态度很好。还有其他几位导游，受爸妈委托也一并表扬，感谢旅行社对他们的照顾，良心旅行社。
马**用户,心，更方面旅行社也都安排的很好，不错，是一次愉快的旅行！
马**用户,导游是不同的，服务都很好。丽江的导游是当地纳西族，很风趣，给我们讲了很多当地文化，纳西族的风俗习惯。大理的导游很专业，虽然拼的是大团，但是把我们照顾得很好，景点浏览规划合理，每个景点都带我们在有限的时间内浏览关键的景色，避免我们错过关键部分，专业知识就是牛！
马**用户,很棒的一次旅行！！！从下单到行程结束，工作人员都很热情，每天都会回访当天的情况，实时关注旅客的情况，真正把旅客放在第一位服务，再次给他们点赞！！！
*线,总体上来说，感觉这次的行程很不错，乘着这次休假来的，体会了一次身心舒畅的旅游，客服的服务很不错，全程都是有问必答，从不敷衍，行程安排也很合理，本人很喜欢，五星好评！！！
马**用户,才抵达就感受到了热情服务，酒店安排真的可以。感兴趣还可以自己泡温泉，最主要是工作人员真的很周到，很有家的感觉，景点自然不用多说，一定要亲自体验！
茉*💘,"圆满的旅行，称职的导游，本次旅行是一次美景，美食与知识大丰收的旅行。云南真的是个好地方，蓝天白云,在云南生活或许都能长寿吧，听导游介绍说云南有很多老人是活到100多岁的，这是什么概念啊。还有少数民族地区，民族文化很浓厚，当地人也很淳朴，很友善。"
马**用户,很喜欢安排的景点，满足了我们，这些景点都是非常经典的，云南必去的地方，所以玩的很开心，真正感受到云南的民俗风情，让人流连忘返！
马**用户,云南之行在依依不舍中结束了，美丽的山、美丽的水、美丽的古镇和漂亮的花，花草草，令人流连忘返，叹为观止。欣赏美景要有好的心情，我很庆幸在云南之行中碰到好导游，充满正能量又热情温暖。导游很热爱自己的家乡，跟我们介绍他们家乡的风土人情，一山一水，声情并茂令人神往，也使我们爱上了这片神奇的土地；云南这么好，和这些默默奉献的人分不开的。正是因为他们尽职尽责，才有了我们那么开心的旅程。万分感谢！
马**用户,总体来说还不错，就是车程有点长，昆明和大理的导游都非常好，可以给100个赞。我针对当地比较有特色的东西，顺便买一点带回去送给亲戚朋友。这里旅游花了差不多一周时间，感觉没有过瘾，想深入了解丽江了解大理了解昆明的这些特点的旅游城市还是需要抽出更多的时间去游玩的，打算下次再来一趟。总体来说我们还是很满意的，
孤**赏,云南期待已久，几个人好不容易约着，开心游玩，导游还不错，一路比较敬业，负责任，我们都还是觉得不错的。全程也非常的充实
马**用户,很好的一次出行，和朋友玩得很开心，总体上行程安排的很不错，该看的景点都看了，住的酒店很舒服，吃的也很好。特别喜欢行程安排的<丽江千古情>演出，让我们很好的理解了云南的历史文化，获得了一次很美好的视觉感受。
*本,全程都玩得很开心，景色也超美，没有隐形消费，而且每个工作人员都超负责，住宿酒店都很好，行程不错，很满意！
马**用户,印象最深刻的是丽江吧，丽江千古情非常不错，丽江的慢生活非常舒适，有机会还会来
1***0子,此行旅游很成功，导游都很用心，知识专业，很有服务意识，能深入浅出给我们讲解了少数民族的历史文化，给我们留下了深刻的印象，人品也相当不错，时刻为我们着想，是云南导游的优秀代表。司机开车技术很稳，住宿的酒店很超值，风景也很漂亮，特别是玉龙雪山、丽江千古情、石林和洱海大游船，大理古城和丽江古城这些真心不错。个人觉得出来玩一趟不用赶那么小景点，能有几个大景点就够了，行程也不累，旅行社的这个行程设计非常好！，，全五星的好评
马**用户,独自一个人从喧嚣嘈杂的大都市来到这千里之外的彩云之南，宛如是来到了世外桃源，人间仙境，有种与世隔绝、超凡脱俗的感觉。大山大水、大风大雨、大云大雪衬托了我们人类的沧海一粟，世事不过过眼云烟，一切也都释然了。
马**用户,那里的蓝天和白云可以瞬间治愈所有的不爽。神圣的雪山能让心灵都变清澈，再来一幕印象丽江，面对雪山，许下一个心愿，甚至眼泪都能不自觉的落下，那是自然神奇的力量。，丽江古城，我想寻找的味道，想象中那种宁静，那种纯净，偶尔传来几声驼铃清脆。，畅游洱海，也足以感受那种清新，没有大海的磅礴，却也足够容纳心中想要的倾诉。，石林的美很震撼，值得再去一次，更好的感受和体会。，此行的安排值得五星。
马**用户,云南还是一如既往的美丽，每一个景点都是大自然的鬼斧神工，玩的很开心，导游讲解幽默有趣，不枯燥，整体棒！！
*茫,这次昆明，大丽，丽江行是我碰到比较满意的风景优美，玩了开心，最让我满意的还是导游，她一路上能不停的给我们大家讲解云南的风土人情，还介绍很多少数民族的习惯和历史，感觉她们都是上知天文，下知地理，很赞的行程
*风,首先，景色不错，蓝天白云，触手可及；其次，客服很耐心，一些小问题都妥善解决了，最后，酒店、餐饮、导游都很不错，并没有网上说的强制购物情况，云南旅游市场整治还是挺好的。
莱**德,丽江导游阿布非常热情，对我们很照顾，很不错，旅行社工作人员很辛苦，一路都很关心我们，非常值得推荐，为你们点赞
科**邦,本次旅游非常满意，玩得好，住得好。行程安排很合理。每天都有当地的特色美食。客服服务非常好，导游博学多才，体验观看了云南地道的表演，感受当地的名族文化。难忘的云南之旅，值得推荐。
大*日,线路安排还是比较合理的，性价比高。也没有强制消费，导游真的是知识丰富，学到了很多，长见识了，很值得！
天街***如酥,到达后接机人员很快速就联系上接到我们了，到达酒店后客服人员介绍行程，很贴心，期待愉快行程！
山**山,这次云南之旅圆满结束，王导很给力，就如他的自我介绍一般，大家可以叫我王导，我一定会把大家服务的周到。的确如王导所说，把我们服务的挺周到的，一路上也很为我们着想，每到一个景点都要说一遍注意事项，景点游玩结束都要点名，很负责。我很喜这次旅行的重点就是玉龙雪山的景色，美的我无法用语言来表达，只有自己身临其境，才能体会。这次旅程我觉得很值得！挺满意的。
美*哒,行程安排、酒店环境、餐食都蛮不错。特别表扬导游，讲了很多生动有趣的云南少数民族民间故事。能看得出来，导游，对有些人而言只是一份工作，对他而言，是一份非常热爱的事业。加油～
远**叫,这次旅途绝对棒棒的，开始挺犹豫不敢选择云南旅游怕像网上说的强制消费，后来想着选择有口碑的公司吧，应该不会像网上那样，这次选择了这个产品，一点都没失望，预定时客服解释得很清楚，接送机很及时司机服务也很好，吃住都不错，五星级和温泉酒店都有，导游麻导也很好，一个团的小伙伴们都很好，都是缘分让大家遇到，珍惜！这次旅途真的很不错
展**飞,无论是行程安排，还是吃住都挺不错的.导游讲解的民族文化让我是涨知识了，特别点评下导游，游玩过程中都还会很贴心的问这问那，总之很赞！一路下来很开心。云南的风景也是美到无话可说，天蓝水清，如果可以，真想呆在这不走了。。。
