scenicSpot,date,star,comment
香港海洋公园,2019-04-1816:56:20,4,香港海洋公园是香港迪士尼乐园落成前香港最大的娱乐场所。
香港海洋公园,2019-04-0611:27:58,3,大熊貓白白胖胖真可愛哈哈哈，纜車坐等心裡慌慌的畢竟真的蠻高的。
香港海洋公园,2019-04-0412:04:30,5,买的是亲子票，两大一小这样比较划算，香港是按年龄不按身高，这挺好的。只是不什么的是那时候没有地铁到，现在好像有了
香港海洋公园,2019-04-0309:38:02,5,这的环境很好，玩的也很开心孩子去过还想去
香港海洋公园,2019-04-0208:19:33,5,带孩子去很有必要，也要玩一天。
香港海洋公园,2019-04-0114:57:09,5,生日的时候凭身份证可以免票一张。其实就是主题乐园，玩玩过山车什么的还是很放松的。
香港海洋公园,2019-03-2715:14:35,4,公园依山而建，分为“高峰乐园”及“海滨乐园”两大主要景区，以登山缆车和海洋列车连接
香港海洋公园,2019-03-2616:24:08,5,游览香港海洋公园需花费半天时间，香港海洋公园是香港亲子游的必去之地。看点：香港海洋公园享有“全球最受欢迎的主题公园”，“东南亚规模最大的娱乐消闲公园”，“世界最大的水族馆”（之一）等多项荣耀。介绍：位于香港岛南面的香港海洋公园，堪称全球最受欢迎的主题公园之一，是东南亚规模最大的娱乐消闲公园之一。
香港海洋公园,2019-03-2511:21:01,5,适合带娃，有儿童的项目，也有适合大人的刺激项目
香港海洋公园,2019-03-2121:15:03,5,喜欢刺激的可以来这里，算是集动物园、海洋馆、游乐场为一体的游乐场所。早上去了之后坐山顶缆车从上往下玩比较省力。基本上下午2点左右就可以玩完。下午三点是旅行团的抵达时间，自由行的记得避开这个时间。
香港海洋公园,2019-03-2012:42:42,4,不管自己来，还是带孩子，这里几乎是必到之地，里面有个小型动物园，带孩子来看看还是非常适合的。
香港海洋公园,2019-03-1311:12:53,3,真的就一般般，也不是特别大，比较偏远的地方。
香港海洋公园,2019-03-1115:45:56,5,香港海洋公园旅游必玩的一个地方
香港海洋公园,2019-03-0909:50:05,5,可以玩一整天的地方，主要是地铁很方便。
香港海洋公园,2019-03-0817:27:15,3,真的一般般级别像欢乐谷，香港人真的崇洋媚外。。。
香港海洋公园,2019-03-0609:23:23,5,太出乎意料了，简直玩得不亦乐乎~
香港海洋公园,2019-03-0416:45:25,4,大，物种全，去过以后其他地方海洋公园就不用去了
香港海洋公园,2019-02-2517:07:46,4,在海边上的公园，不错，坐过山车的时候真怕自己甩到海里去
香港海洋公园,2019-02-1915:00:55,5,设施很多也各有特点，适合玩上一天
香港海洋公园,2019-02-1914:57:41,4,适合亲子游，做缆车看风景也不错
香港海洋公园,2019-02-1811:49:50,5,香港除了迪士尼还有个海洋公园，除了可以看海洋动物、还有各种大型表演，游乐项目也非常全，推荐
香港海洋公园,2019-02-1715:45:51,5,海洋公园特别好玩，最喜欢高峰乐园的海洋奇观和水母馆，还有很多动物，基本上去一次海洋公园，可以一次性看到熊猫，小熊猫，袋鼠，考拉，企鹅，海狮，海豹，海豚，魔鬼鱼，小丑鱼，海马，各种热带鱼，猴子，鹦鹉，各种鸟......太多了列举不完，网上买的门票才100多，真的超值！除了海洋公园的重要标志是架空中缆车，还有很多刺激的游乐项目，跳楼机过山车云霄飞车摩天轮真的都很好玩，大人小孩都能在海洋公园里玩的很开心
香港海洋公园,2019-02-1617:51:31,5,急出票有需要的么两个人套票300临时去不了了又不给退
香港海洋公园,2019-02-1413:24:52,4,一般吧，感觉这几年在走下坡路，不过里面活动还是挺多，总体还是值得一去
香港海洋公园,2019-03-2121:15:03,5,喜欢刺激的可以来这里，算是集动物园、海洋馆、游乐场为一体的游乐场所。早上去了之后坐山顶缆车从上往下玩比较省力。基本上下午2点左右就可以玩完。下午三点是旅行团的抵达时间，自由行的记得避开这个时间。
香港海洋公园,2019-03-2012:42:42,4,不管自己来，还是带孩子，这里几乎是必到之地，里面有个小型动物园，带孩子来看看还是非常适合的。
香港海洋公园,2019-03-1311:12:53,3,真的就一般般，也不是特别大，比较偏远的地方。
香港海洋公园,2019-03-1115:45:56,5,香港海洋公园旅游必玩的一个地方
香港海洋公园,2019-03-0909:50:05,5,可以玩一整天的地方，主要是地铁很方便。
香港海洋公园,2019-03-0817:27:15,3,真的一般般级别像欢乐谷，香港人真的崇洋媚外。。。
香港海洋公园,2019-03-0609:23:23,5,太出乎意料了，简直玩得不亦乐乎~
香港海洋公园,2019-03-0416:45:25,4,大，物种全，去过以后其他地方海洋公园就不用去了
香港海洋公园,2019-02-2517:07:46,4,在海边上的公园，不错，坐过山车的时候真怕自己甩到海里去
香港海洋公园,2019-02-1915:00:55,5,设施很多也各有特点，适合玩上一天
香港海洋公园,2019-02-1914:57:41,4,适合亲子游，做缆车看风景也不错
香港海洋公园,2019-02-1811:49:50,5,香港除了迪士尼还有个海洋公园，除了可以看海洋动物、还有各种大型表演，游乐项目也非常全，推荐
香港海洋公园,2019-02-1715:45:51,5,海洋公园特别好玩，最喜欢高峰乐园的海洋奇观和水母馆，还有很多动物，基本上去一次海洋公园，可以一次性看到熊猫，小熊猫，袋鼠，考拉，企鹅，海狮，海豹，海豚，魔鬼鱼，小丑鱼，海马，各种热带鱼，猴子，鹦鹉，各种鸟......太多了列举不完，网上买的门票才100多，真的超值！除了海洋公园的重要标志是架空中缆车，还有很多刺激的游乐项目，跳楼机过山车云霄飞车摩天轮真的都很好玩，大人小孩都能在海洋公园里玩的很开心
香港海洋公园,2019-02-1617:51:31,5,急出票有需要的么两个人套票300临时去不了了又不给退
香港海洋公园,2019-02-1413:24:52,4,一般吧，感觉这几年在走下坡路，不过里面活动还是挺多，总体还是值得一去
香港海洋公园,2019-03-2121:15:03,5,喜欢刺激的可以来这里，算是集动物园、海洋馆、游乐场为一体的游乐场所。早上去了之后坐山顶缆车从上往下玩比较省力。基本上下午2点左右就可以玩完。下午三点是旅行团的抵达时间，自由行的记得避开这个时间。
香港海洋公园,2019-03-2012:42:42,4,不管自己来，还是带孩子，这里几乎是必到之地，里面有个小型动物园，带孩子来看看还是非常适合的。
香港海洋公园,2019-03-1311:12:53,3,真的就一般般，也不是特别大，比较偏远的地方。
香港海洋公园,2019-03-1115:45:56,5,香港海洋公园旅游必玩的一个地方
香港海洋公园,2019-03-0909:50:05,5,可以玩一整天的地方，主要是地铁很方便。
香港海洋公园,2019-03-0817:27:15,3,真的一般般级别像欢乐谷，香港人真的崇洋媚外。。。
香港海洋公园,2019-03-0609:23:23,5,太出乎意料了，简直玩得不亦乐乎~
香港海洋公园,2019-03-0416:45:25,4,大，物种全，去过以后其他地方海洋公园就不用去了
香港海洋公园,2019-02-2517:07:46,4,在海边上的公园，不错，坐过山车的时候真怕自己甩到海里去
香港海洋公园,2019-02-1915:00:55,5,设施很多也各有特点，适合玩上一天
香港海洋公园,2019-02-1914:57:41,4,适合亲子游，做缆车看风景也不错
香港海洋公园,2019-02-1811:49:50,5,香港除了迪士尼还有个海洋公园，除了可以看海洋动物、还有各种大型表演，游乐项目也非常全，推荐
香港海洋公园,2019-02-1715:45:51,5,海洋公园特别好玩，最喜欢高峰乐园的海洋奇观和水母馆，还有很多动物，基本上去一次海洋公园，可以一次性看到熊猫，小熊猫，袋鼠，考拉，企鹅，海狮，海豹，海豚，魔鬼鱼，小丑鱼，海马，各种热带鱼，猴子，鹦鹉，各种鸟......太多了列举不完，网上买的门票才100多，真的超值！除了海洋公园的重要标志是架空中缆车，还有很多刺激的游乐项目，跳楼机过山车云霄飞车摩天轮真的都很好玩，大人小孩都能在海洋公园里玩的很开心
香港海洋公园,2019-02-1617:51:31,5,急出票有需要的么两个人套票300临时去不了了又不给退
香港海洋公园,2019-02-1413:24:52,4,一般吧，感觉这几年在走下坡路，不过里面活动还是挺多，总体还是值得一去
香港海洋公园,2019-03-2121:15:03,5,喜欢刺激的可以来这里，算是集动物园、海洋馆、游乐场为一体的游乐场所。早上去了之后坐山顶缆车从上往下玩比较省力。基本上下午2点左右就可以玩完。下午三点是旅行团的抵达时间，自由行的记得避开这个时间。
香港海洋公园,2019-03-2012:42:42,4,不管自己来，还是带孩子，这里几乎是必到之地，里面有个小型动物园，带孩子来看看还是非常适合的。
香港海洋公园,2019-03-1311:12:53,3,真的就一般般，也不是特别大，比较偏远的地方。
香港海洋公园,2019-03-1115:45:56,5,香港海洋公园旅游必玩的一个地方
香港海洋公园,2019-03-0909:50:05,5,可以玩一整天的地方，主要是地铁很方便。
香港海洋公园,2019-03-0817:27:15,3,真的一般般级别像欢乐谷，香港人真的崇洋媚外。。。
香港海洋公园,2019-03-0609:23:23,5,太出乎意料了，简直玩得不亦乐乎~
香港海洋公园,2019-03-0416:45:25,4,大，物种全，去过以后其他地方海洋公园就不用去了
